2013-03-02 16:30:51,372 INFO date = Tue Feb 12 14:36:55 2013 | lat = 47.591688 | long = -122.243865 | alt = 42.916016 | dist = 738.857788 | hr = 159
2013-03-02 16:30:51,372 INFO date = Tue Feb 12 14:37:02 2013 | lat = 47.591698 | long = -122.243615 | alt = 42.916016 | dist = 757.635254 | hr = 159
2013-03-02 16:30:51,372 INFO date = Tue Feb 12 14:37:07 2013 | lat = 47.591723 | long = -122.243427 | alt = 45.319214 | dist = 771.557312 | hr = 160
2013-03-02 16:30:51,373 INFO date = Tue Feb 12 14:37:13 2013 | lat = 47.591778 | long = -122.243217 | alt = 45.799927 | dist = 788.387268 | hr = 163
2013-03-02 16:30:51,373 INFO date = Tue Feb 12 14:37:17 2013 | lat = 47.591809 | long = -122.243140 | alt = 40.993408 | dist = 795.401550 | hr = 163
2013-03-02 16:30:51,373 INFO date = Tue Feb 12 14:37:22 2013 | lat = 47.591742 | long = -122.242983 | alt = 38.109375 | dist = 809.339172 | hr = 162
2013-03-02 16:30:51,373 INFO date = Tue Feb 12 14:37:27 2013 | lat = 47.591660 | long = -122.242792 | alt = 37.628662 | dist = 826.563416 | hr = 162
2013-03-02 16:30:51,373 INFO date = Tue Feb 12 14:37:33 2013 | lat = 47.591604 | long = -122.242543 | alt = 40.032105 | dist = 846.327332 | hr = 160
2013-03-02 16:30:51,374 INFO date = Tue Feb 12 14:37:36 2013 | lat = 47.591578 | long = -122.242423 | alt = 41.473999 | dist = 855.628296 | hr = 155
2013-03-02 16:30:51,374 INFO date = Tue Feb 12 14:37:42 2013 | lat = 47.591542 | long = -122.242243 | alt = 43.877319 | dist = 869.661011 | hr = 157
2013-03-02 16:30:51,374 INFO date = Tue Feb 12 14:37:46 2013 | lat = 47.591498 | long = -122.242115 | alt = 45.319214 | dist = 880.431580 | hr = 159
2013-03-02 16:30:51,374 INFO date = Tue Feb 12 14:37:47 2013 | lat = 0.000000 | long = 0.000000 | alt = 45.319214 | dist = 0.000000 | hr = 0
2013-03-02 16:30:51,375 INFO date = Tue Feb 12 14:38:17 2013 | lat = 0.000000 | long = 0.000000 | alt = 45.319214 | dist = 0.000000 | hr = 0
2013-03-02 16:30:51,375 INFO date = Tue Feb 12 14:38:18 2013 | lat = 47.591441 | long = -122.242081 | alt = 45.319214 | dist = 880.431580 | hr = 82
2013-03-02 16:30:51,375 INFO date = Tue Feb 12 14:38:19 2013 | lat = 47.591450 | long = -122.242060 | alt = 45.799927 | dist = 882.081970 | hr = 82
2013-03-02 16:30:51,375 INFO date = Tue Feb 12 14:38:20 2013 | lat = 47.591453 | long = -122.242034 | alt = 45.319214 | dist = 884.134216 | hr = 82
2013-03-02 16:30:51,375 INFO date = Tue Feb 12 14:38:24 2013 | lat = 47.591426 | long = -122.241847 | alt = 45.319214 | dist = 898.416138 | hr = 84
2013-03-02 16:30:51,376 INFO date = Tue Feb 12 14:38:28 2013 | lat = 47.591383 | long = -122.241684 | alt = 45.319214 | dist = 911.468689 | hr = 93
2013-03-02 16:30:51,376 INFO date = Tue Feb 12 14:38:30 2013 | lat = 47.591370 | long = -122.241608 | alt = 45.319214 | dist = 917.274170 | hr = 99
2013-03-02 16:30:51,376 INFO date = Tue Feb 12 14:38:31 2013 | lat = 47.591370 | long = -122.241573 | alt = 45.799927 | dist = 919.832275 | hr = 104
2013-03-02 16:30:51,376 INFO date = Tue Feb 12 14:38:33 2013 | lat = 47.591353 | long = -122.241502 | alt = 46.280640 | dist = 925.542236 | hr = 117
2013-03-02 16:30:51,376 INFO date = Tue Feb 12 14:38:34 2013 | lat = 47.591346 | long = -122.241463 | alt = 45.799927 | dist = 928.547791 | hr = 114
2013-03-02 16:30:51,377 INFO date = Tue Feb 12 14:38:38 2013 | lat = 47.591315 | long = -122.241306 | alt = 46.280640 | dist = 940.796143 | hr = 114
2013-03-02 16:30:51,377 INFO date = Tue Feb 12 14:38:44 2013 | lat = 47.591212 | long = -122.241072 | alt = 40.993408 | dist = 961.833740 | hr = 116
2013-03-02 16:30:51,377 INFO date = Tue Feb 12 14:38:49 2013 | lat = 47.591145 | long = -122.240917 | alt = 39.070679 | dist = 975.643616 | hr = 118
2013-03-02 16:30:51,377 INFO date = Tue Feb 12 14:38:54 2013 | lat = 47.591055 | long = -122.240759 | alt = 37.148071 | dist = 991.191406 | hr = 118
2013-03-02 16:30:51,377 INFO date = Tue Feb 12 14:38:59 2013 | lat = 47.590966 | long = -122.240603 | alt = 36.667481 | dist = 1006.707825 | hr = 122
2013-03-02 16:30:51,378 INFO date = Tue Feb 12 14:39:01 2013 | lat = 47.590929 | long = -122.240544 | alt = 35.706055 | dist = 1012.735535 | hr = 127
2013-03-02 16:30:51,378 INFO date = Tue Feb 12 14:39:03 2013 | lat = 47.590894 | long = -122.240510 | alt = 36.186768 | dist = 1017.233826 | hr = 137
2013-03-02 16:30:51,378 INFO date = Tue Feb 12 14:39:04 2013 | lat = 47.590882 | long = -122.240499 | alt = 36.186768 | dist = 1018.865051 | hr = 136
2013-03-02 16:30:51,378 INFO date = Tue Feb 12 14:39:09 2013 | lat = 47.590814 | long = -122.240386 | alt = 34.264160 | dist = 1030.160767 | hr = 142
